Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Under 30,Gender,Senior Citizen,Married,Dependents,Number of Dependents
No,0,4,No,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,57.2,223.75,0,116,0,No,Female,No,No,Yes,3
Yes,1,72,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,7751.7,0,0,2861.28,No,Female,No,Yes,No,0
No,0,36,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,76.35,2606.35,0,0,1615.32,No,Female,No,No,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.9,18.9,0,0,49.51,Yes,Male,No,No,No,0
No,0,71,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,84.4,5969.3,0,1552,219.39,No,Female,No,Yes,No,0
Yes,4,10,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.4,253.9,0,0,41.6,Yes,Male,No,Yes,Yes,1
Yes,4,20,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,400,0,0,77.4,No,Male,No,Yes,Yes,1
No,0,4,Yes,No,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,55.5,227.35,0,0,155.84,No,Female,No,No,No,0
No,0,2,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.2,198.5,0,0,45.12,No,Male,No,No,No,0
No,0,29,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,554.25,0,0,436.74,No,Female,No,No,No,0
No,0,13,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.4,251.65,0,0,609.96,No,Male,No,No,No,0
Yes,4,59,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,5597.65,0,78.37,967.01,No,Female,No,Yes,No,0
Yes,10,18,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.35,768.05,0,131,826.56,No,Male,No,Yes,No,0
Yes,8,17,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,74.55,1215.8,0,0,763.3,Yes,Female,No,Yes,Yes,2
Yes,10,47,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,73.6,3522.65,0,986,664.58,No,Male,No,Yes,No,0
Yes,10,19,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,50.1,910.45,0,118,179.93,No,Male,No,Yes,Yes,2
Yes,8,2,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.85,52,0,0,72.1,Yes,Female,No,Yes,No,0
No,0,7,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,24.35,150.85,0,0,0,Yes,Male,No,No,No,0
No,0,18,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,389.25,0,0,192.06,No,Female,No,No,No,0
No,0,71,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.05,1873.7,0,0,3183.64,No,Female,No,Yes,No,0
Yes,8,72,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,103.75,7346.2,0,1616,1188,No,Male,No,Yes,No,0
Yes,4,66,No,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,56.75,3708.4,0,927,0,No,Male,No,Yes,Yes,3
Yes,6,24,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.8,469.65,0,0,620.16,Yes,Male,No,Yes,Yes,2
Yes,2,56,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,1385.85,0,0,1765.68,Yes,Female,No,Yes,Yes,2
No,0,42,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.65,2536.55,0,660,927.36,Yes,Female,No,No,No,0
Yes,3,72,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,83.3,6042.7,0,4169,1762.56,Yes,Female,No,Yes,Yes,3
No,0,12,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,79.55,958.25,0,153,263.16,No,Female,No,No,No,0
Yes,2,71,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1730.65,0,0,2386.31,Yes,Male,No,Yes,No,0
Yes,10,26,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.2,459.6,0,0,45.5,No,Female,No,Yes,No,0
No,0,7,No,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,29.8,201.95,0,38,0,No,Female,No,No,Yes,2
Yes,1,6,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.5,285.2,0,83,176.46,No,Female,No,Yes,Yes,1
Yes,9,51,No,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,30.05,1529.45,0,92,0,No,Male,No,Yes,No,0
Yes,1,72,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,65.65,4664.5,0,0,0,No,Male,No,Yes,Yes,1
No,0,47,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,74.05,3496.3,0,105,2146.49,No,Female,No,No,No,0
Yes,10,16,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,301.55,0,0,114.24,No,Female,No,Yes,Yes,2
No,0,6,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,49.5,312.7,0,69,160.56,No,Male,No,No,No,0
Yes,7,69,No,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,43.95,2960.1,0,1746,0,Yes,Female,No,Yes,Yes,1
Yes,4,64,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.15,6953.4,0,0,550.4,No,Female,No,Yes,No,0
No,0,25,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.6,541.5,0,0,334,No,Male,No,No,No,0
No,0,6,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,116.85,0,0,174.54,No,Female,No,No,No,0
Yes,9,66,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,115.8,7942.15,0,3256,2888.82,Yes,Male,No,Yes,No,0
No,0,61,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.65,5321.25,0,0,1194.38,No,Female,No,No,No,0
No,0,12,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,223.6,0,0,105.84,Yes,Female,No,No,No,0
No,0,34,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65,2157.5,0,0,1539.52,No,Female,No,No,No,0
Yes,10,41,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,35.45,1391.65,0,0,0,No,Female,No,Yes,No,0
Yes,9,72,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1379.8,0,0,3458.88,No,Female,No,Yes,Yes,1
No,0,41,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,810.45,0,0,95.12,No,Female,No,No,No,0
Yes,3,23,Yes,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,81.85,1810.85,0,54.33,131.1,No,Female,No,Yes,Yes,3
Yes,4,71,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.3,7782.85,0,0,2021.37,No,Male,No,Yes,Yes,3
Yes,8,72,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.4,1797.1,0,0,298.8,No,Male,No,Yes,No,0
Yes,9,6,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,377.85,0,76,231,No,Male,No,Yes,Yes,3
Yes,2,23,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20,445.3,0,0,557.06,No,Male,No,Yes,Yes,1
No,0,72,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.9,7624.2,0,5566,3017.52,Yes,Female,No,No,No,0
Yes,7,7,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,355.1,0,18.82,232.68,Yes,Female,No,Yes,No,0
Yes,1,9,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,101.5,906.85,0,145,332.46,No,Male,No,Yes,Yes,1
No,0,12,Yes,Yes,Yes,Cable,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.15,1057.55,0,63,416.76,No,Female,No,No,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.4,19.4,0,0,23.97,No,Female,No,No,No,0
No,0,20,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.8,1641.3,0,39.39,907.8,No,Male,No,No,No,0
No,0,10,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.3,185.2,0,0,454.2,Yes,Female,No,No,No,0
Yes,7,20,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,96.8,1826.7,0,420,841.2,No,Male,No,Yes,Yes,3
Yes,8,20,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.65,417.5,0,0,929.4,Yes,Male,No,Yes,No,0
Yes,1,19,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,344.5,0,0,249.47,No,Male,No,Yes,Yes,1
Yes,1,22,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.6,2180.55,0,6.54,1092.52,No,Male,No,Yes,No,0
No,0,35,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,80.05,2835.9,0,170,459.9,No,Female,No,No,No,0
No,0,1,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.15,45.15,0,0,42.34,No,Female,No,No,No,0
No,0,39,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.15,2730.85,0,655,338.91,No,Male,No,No,No,0
No,0,56,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,105.35,5794.45,0,1391,2127.44,No,Male,No,No,No,0
No,0,18,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.65,747.2,0,209,613.26,No,Male,No,No,Yes,2
Yes,1,16,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.95,1267.95,0,0,797.6,No,Female,No,Yes,Yes,2
No,0,68,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,54.45,3674.95,0,0,1183.88,No,Female,No,No,No,0
Yes,1,72,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,5893.9,0,0,1792.8,No,Female,No,Yes,Yes,1
No,0,9,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,724.65,0,0,65.88,No,Male,No,No,No,0
No,0,30,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,1536.75,0,19.98,322.2,No,Female,No,No,No,0
No,0,18,No,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35.2,607.3,0,67,0,No,Female,No,No,No,0
Yes,1,44,No,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.3,2390.45,0,0,0,No,Male,No,Yes,No,0
Yes,1,30,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.3,1923.5,0,0,494.4,No,Female,No,Yes,Yes,2
No,0,71,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.9,1493.2,0,0,1058.61,No,Female,No,Yes,No,0
Yes,1,1,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,75.35,75.35,0,0,38.89,No,Male,No,Yes,No,0
No,0,22,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,49.45,1031.4,0,29.91,0,No,Female,No,No,Yes,2
No,0,49,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,921.3,0,0,2236.36,Yes,Female,No,No,Yes,1
Yes,10,42,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,92.15,3875.4,0,2054,745.5,No,Female,No,Yes,Yes,3
Yes,2,7,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,144.15,0,0,246.82,No,Female,No,Yes,Yes,1
Yes,10,67,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.25,6689,0,2007,203.68,No,Female,No,Yes,Yes,3
No,0,15,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.7,1451.1,0,0,149.55,Yes,Male,No,No,No,0
Yes,5,67,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,93.15,6368.2,0,701,1165.8,No,Male,No,Yes,No,0
Yes,3,53,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,69.7,3729.6,0,0,1679.57,No,Male,No,Yes,Yes,2
Yes,10,21,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,350.1,0,0,378,No,Male,No,Yes,Yes,1
Yes,4,40,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,71.35,2847.2,0,1367,1165.6,No,Female,No,Yes,Yes,2
Yes,8,22,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.75,452.35,0,0,997.7,No,Female,No,Yes,Yes,2
No,0,39,No,No,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.6,1494.5,0,0,0,Yes,Male,No,No,No,0
Yes,3,2,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,41.85,0,0,10.84,No,Female,No,Yes,No,0
Yes,3,57,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1272.05,0,0,698.82,No,Female,No,Yes,Yes,2
Yes,10,8,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,0,271,12.48,No,Male,No,Yes,Yes,3
Yes,3,7,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,150.75,0,0,40.88,No,Female,No,Yes,Yes,1
No,0,49,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,66.15,3199,0,416,870.73,No,Male,No,No,No,0
No,0,65,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,5844.65,0,409,2491.45,No,Female,No,No,No,0
No,0,55,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,45.05,2462.6,0,0,1848,No,Female,No,No,No,0
Yes,10,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,86.85,6263.8,0,3696,717.81,Yes,Male,No,Yes,Yes,3
No,0,35,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,96.75,3403.4,0,783,1395.45,No,Male,No,No,No,0
No,0,17,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.65,1672.1,0,98.65,659.26,Yes,Male,No,No,No,0
Yes,5,72,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.15,7881.2,0,0,1706.4,Yes,Female,No,Yes,No,0
Yes,4,28,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,82.85,2320.8,0,0,451.64,No,Female,No,Yes,Yes,1
Yes,4,18,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,370.5,0,0,459.72,No,Female,No,Yes,No,0
No,0,52,Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,59.45,3043.7,0,1796,487.24,No,Female,No,No,No,0
Yes,8,47,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,58.6,2723.4,0,49.02,150.4,No,Female,No,Yes,No,0
No,0,23,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.7,1081.25,0,0,971.98,No,Female,No,No,No,0
Yes,10,66,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.85,4097.05,0,0,1776.06,No,Male,No,Yes,Yes,2
No,0,8,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,632.2,0,0,138.4,Yes,Female,No,No,No,0
Yes,2,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.65,8166.8,0,0,306.72,Yes,Female,No,Yes,Yes,2
Yes,3,46,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,65.65,3047.15,0,1249,2148.66,Yes,Male,No,Yes,No,0
No,0,66,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,61.35,4193.4,0,3061,0,Yes,Female,No,No,No,0
Yes,8,42,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,85.9,3729.75,0,485,864.36,No,Female,No,Yes,No,0
No,0,5,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.65,399.45,0,0,148.75,No,Female,No,No,No,0
No,0,29,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,70.9,1964.6,0,0,836.07,Yes,Male,No,No,No,0
Yes,5,27,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.85,1336.15,0,0,521.64,No,Female,No,Yes,Yes,5
Yes,1,25,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,486.05,0,0,114.25,Yes,Female,No,Yes,Yes,3
Yes,4,57,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,103.05,5925.75,0,770,1812.03,No,Male,No,Yes,No,0
No,0,13,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,81.9,1028.9,0,0,444.34,No,Female,No,No,No,0
No,0,71,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,66.2,4692.55,0,1220,2629.13,No,Male,No,Yes,Yes,3
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0,0,37.62,No,Female,No,No,No,0
Yes,3,50,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.95,1261.45,0,0,1115,No,Male,No,Yes,Yes,1
No,0,1,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,89.25,0,0,16.64,No,Male,No,No,No,0
No,0,5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.25,86.05,0,0,105.05,No,Male,No,No,No,0
No,0,66,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,104.55,6779.05,0,1763,1081.74,No,Female,No,No,No,0
Yes,4,49,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,87.2,4345,0,0,1620.43,No,Female,No,Yes,Yes,2
Yes,3,66,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,25.7,1714.55,0,0,2827.44,No,Male,No,Yes,Yes,3
No,0,11,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.2,893.2,0,0,64.24,No,Male,No,No,Yes,2
No,0,28,No,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.1,810.85,0,0,0,Yes,Male,No,No,No,0
Yes,9,65,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.35,6347.55,0,0,1978.6,No,Male,No,Yes,No,0
No,0,62,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.2,1123.65,0,0,1489.86,No,Female,No,No,No,0
Yes,9,2,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.1,43.15,0,0,65.72,No,Female,No,Yes,No,0
No,0,2,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,35.1,0,0,4.92,No,Female,No,No,No,0
Yes,1,55,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.65,1388,0,0,79.2,No,Female,No,Yes,Yes,3
No,0,30,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,94.4,2638.1,0,712,80.1,No,Female,No,No,No,0
No,0,17,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,One Year,No,Credit Card,56.1,946.95,0,142,619.99,No,Male,No,No,No,0
Yes,10,16,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,68.25,1114.85,0,33.45,321.92,No,Female,No,Yes,Yes,1
No,0,72,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1777.6,0,0,2108.88,Yes,Male,No,No,No,0
No,0,9,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,684.85,0,0,312.75,No,Male,No,No,No,0
No,0,1,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,74.35,0,0,24.41,No,Female,No,No,No,0
No,0,23,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.15,1312.45,0,0,193.2,No,Male,No,No,Yes,1
No,0,8,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,159.2,0,0,15.6,Yes,Male,No,No,Yes,3
Yes,3,19,No,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.95,610.2,0,0,0,Yes,Male,No,Yes,Yes,1
No,0,7,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,53.65,404.35,0,69,282.94,No,Female,No,No,No,0
No,0,61,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104,6363.45,0,305.45,2787.09,Yes,Male,No,No,No,0
Yes,1,57,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.35,4124.65,0,0,2736,No,Female,No,Yes,No,0
No,0,15,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,No,One Year,No,Credit Card,64.85,950.75,0,276,655.35,No,Male,No,No,Yes,3
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,19.65,0,0,23.67,No,Female,No,No,No,0
No,0,12,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.9,505.95,0,0,369.48,No,Female,No,Yes,No,0
No,0,54,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,1149.65,0,0,1474.2,No,Male,No,No,No,0
Yes,1,4,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.8,169.65,0,3.22,103.6,No,Male,No,Yes,Yes,2
